Line    1 | modem 1760932567     | 00000000
Line  853 | modem 1760933843     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110011 10111011 10000111 00000001
Line  854 | machine 1760933843   | 11111111 11111111 01000110 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000010 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000100 00000001 00000010 00000001 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00000111 00000101 00000101 00000101 00000000 00000001 01101001 00000000 00000000 00000000 00100100 00000001 01001100 00100100 00000010 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00111101 01100111 01000000
Line  855 | modem 1760933843     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  856 | machine 1760933843   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 01110100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00101111 11001011 10011001
Line  857 | machine 1760933847   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01000001 01111101 11110000
Line  858 | modem 1760933847     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  859 | modem 1760933847     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  860 | machine 1760933847   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  861 | modem 1760933851     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  862 | machine 1760933851   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  863 | machine 1760933852   | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010010 00010000 00000010 00000000 00000001 01110000 10110011 01100001 00110101 01001001 11001110 00000001 01110011 00000001 01101100 11001010 11100011 01000000 10100001 11101101 01000010 00100000 10001001 10010001 00000100 00100111 11110000 01010001 11000100 00010100 01110110 00011110 10110111
Line  864 | modem 1760933852     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  865 | modem 1760933853     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110011 00000000 00000000 00111101 11010000 11100001
Line  866 | modem 1760933853     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000001 00010110 00000000 10010100 10110010 00010101
Line  867 | machine 1760933853   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  868 | modem 1760933853     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  869 | modem 1760933854     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  870 | modem 1760933854     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  871 | modem 1760933855     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  872 | machine 1760933855   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  873 | modem 1760933857     | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000010 00000000 00000001 01110101 01010010 00110001 01011000 01111010 00111001 00110001 01110111 00000001 01110111 00101010 00100001 00001110 00111010 00111110 11011010 00010010 10110001 11101101 01101000 00111000 01011011 00100110 01001010 00011001 10001011 10001110 10010011
Line  874 | machine 1760933857   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  875 | machine 1760933857   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00110000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01100001 11001000 10100101
Line  876 | modem 1760933857     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  877 | modem 1760933859     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  878 | machine 1760933859   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  879 | modem 1760933861     | 11111111 11111111 00100000 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000000 01101000 11110101 10110111 11100101 00000111 11101001 00001010 00010100 00001100 00010001 00101001 00000010 00000000 00001000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 11011000 11000111 01101000
Line  880 | machine 1760933861   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  881 | modem 1760933862     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00001001 01010001 01100100 10000000
Line  882 | machine 1760933862   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  883 | modem 1760933863     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  884 | machine 1760933863   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  885 | modem 1760933872     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00010110 00000000 10010101 10110010 11100101
Line  886 | machine 1760933872   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  887 | modem 1760933872     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 11101011 00110011 00101101 00000000
Line  888 | machine 1760933872   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 11101100 01000011 01000101 01000001 01000010 00111001 01010101 01010001 00110000 00110000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000010 00100010 00000001 00000000 01111010 01100011 00011011
Line  889 | modem 1760933872     | 11111111 11111111 00001001 01000000 00000000 00000000 00000000 00000000 00000000 11101001 00000000 00110010 11110000 00100001
Line  890 | machine 1760933872   | 11111111 11111111 00101100 01000000 00000000 00000000 00000000 00000000 00000000 11101010 00000000 00110000 00110000 00110010 00110001 00111000 00110000 00110000 00110000 00110111 00111000 01000101 01001000 01000100 00110101 00110001 00110000 00111000 01000100 01010101 01011010 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000001 10010100 10001000 01011000
Line  891 | modem 1760933873     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00010110 00000000 10010101 10110010 11100101
Line  892 | machine 1760933873   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  893 | modem 1760933920     | 00000000
Line  894 | machine 1760933920   | 00000000
Line  895 | machine 1760933920   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 00000100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 10111111 00001010 00110011
Line  896 | modem 1760933921     | 11111111 11111111 00001010 00000000 00000000 00000000 00000000 00000000 00000000 01100001 00000000 00000111 01110010
Line  897 | machine 1760933921   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 01100010 01000101 00101011 00101011 00110010 00101110 00110001 00110111 00000000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 11110001 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110000 00110001 00000000 01010101 00101101 01010111 01001101 01010100 00000000 00000000 00000000 00000000 00001100 10111100 01110100 10010001
Line  898 | modem 1760933921     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110000 10111000 10000110 01000001
Line  899 | machine 1760933922   | 11111111 11111111 00101000 01000000 00000000 00000000 00000000 00000000 00000000 01110001 00100000 00011100 01010001 10001001 00001100 00110001 11000011 00001000 00000101 00000011 00000000 00100001 10000000 00000000 01111000 01000101 00000000 00000000 00000000 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 01000000 10100000 11111111 01010101 10000111
Line  900 | modem 1760933922     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 00000001 01001101 00000001 10011001 10110011 10110100
Line  901 | machine 1760933922   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000010 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00111101 10001101 11110100
Line  902 | modem 1760933922     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110011 10111011 10000111 00000001
Line  903 | machine 1760933922   | 11111111 11111111 01000110 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000010 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000100 00000001 00000010 00000001 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00000111 00000101 00000101 00000101 00000000 00000001 01101001 00000000 00000000 00000000 00100100 00000001 01001100 00100100 00000010 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00111101 01100111 01000000
Line  904 | modem 1760933922     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  905 | machine 1760933922   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 01110100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00101111 11001011 10011001
Line  906 | machine 1760933925   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01000001 01111101 11110000
Line  907 | modem 1760933925     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  908 | modem 1760933925     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  909 | machine 1760933925   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  910 | modem 1760933929     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  911 | machine 1760933929   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  912 | machine 1760933931   | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010010 00010000 00000010 00000000 00000001 11111001 11000101 10011000 00001011 11101100 11100001 00111000 10100010 00000001 10000101 10111101 10110011 10101010 00111001 01000111 10010110 10011100 10010100 00000100 11100110 10100010 10101011 10101011 10101111 01101000 01110001 00110010 00011001
Line  913 | modem 1760933931     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  914 | modem 1760933933     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00001001 01010001 01100100 10000000
Line  915 | machine 1760933933   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  916 | modem 1760933933     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  917 | machine 1760933933   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  918 | modem 1760933934     | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000010 00000000 00000001 01110100 01110111 01110111 01100111 01100101 01100011 01001111 01100111 00000001 01000100 10001011 01000000 00110001 11011010 01001110 00001101 10111110 01011011 00110100 00000111 01100110 01010111 01100000 10111100 10011101 00010000 01101010 00011100
Line  919 | machine 1760933934   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  920 | machine 1760933935   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00110000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01100001 11001000 10100101
Line  921 | modem 1760933935     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  922 | modem 1760933937     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  923 | machine 1760933937   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  924 | modem 1760933940     | 11111111 11111111 00100000 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000000 01101000 11110101 10111000 00110100 00000111 11101001 00001010 00010100 00001100 00010011 00000000 00000010 00000000 00001000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 11110110 01100011
Line  925 | machine 1760933940   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  926 | modem 1760933941     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  927 | machine 1760933941   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  928 | modem 1760933950     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00011011 00000000 10011010 00100010 11100001
Line  929 | machine 1760933950   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  930 | modem 1760933950     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 11101011 00110011 00101101 00000000
Line  931 | machine 1760933950   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 11101100 01000011 01000101 01000001 01000010 00111001 01010101 01010001 00110000 00110000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000010 00100010 00000001 00000000 01111010 01100011 00011011
Line  932 | modem 1760933950     | 11111111 11111111 00001001 01000000 00000000 00000000 00000000 00000000 00000000 11101001 00000000 00110010 11110000 00100001
Line  933 | machine 1760933951   | 11111111 11111111 00101100 01000000 00000000 00000000 00000000 00000000 00000000 11101010 00000000 00110000 00110000 00110010 00110001 00111000 00110000 00110000 00110000 00110111 00111000 01000101 01001000 01000100 00110101 00110001 00110000 00111000 01000100 01010101 01011010 00110000 00110000 00110000 00110000 00110000 00110000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 00000001 10010100 10001000 01011000
Line  934 | modem 1760933952     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000010 00011011 00000000 10011010 00100010 11100001
Line  935 | machine 1760933952   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  936 | modem 1760933998     | 00000000
Line  937 | machine 1760933998   | 00000000
Line  938 | machine 1760933998   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 00000100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 10111111 00001010 00110011
Line  939 | modem 1760933999     | 11111111 11111111 00001010 00000000 00000000 00000000 00000000 00000000 00000000 01100001 00000000 00000111 01110010
Line  940 | machine 1760934000   | 11111111 11111111 00101110 01000000 00000000 00000000 00000000 00000000 00000000 01100010 01000101 00101011 00101011 00110010 00101110 00110001 00110111 00000000 00110010 00110000 00110010 00110100 00110001 00110010 00110010 00110100 11110001 00000000 00000000 00110000 00110000 00110000 00110000 00110000 00110000 00110000 00110001 00000000 01010101 00101101 01010111 01001101 01010100 00000000 00000000 00000000 00000000 00001100 10111100 01110100 10010001
Line  941 | modem 1760934000     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110000 10111000 10000110 01000001
Line  942 | machine 1760934000   | 11111111 11111111 00101000 01000000 00000000 00000000 00000000 00000000 00000000 01110001 00100000 00011100 01010001 10001001 00001100 00110001 11000011 00001000 00000101 00000011 00000000 00100001 10000000 00000000 01111000 01000101 00000000 00000000 00000000 00000011 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 01000000 10100000 11111111 01010101 10000111
Line  943 | modem 1760934000     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 00000001 01001101 00000001 10011001 10110011 10110100
Line  944 | machine 1760934000   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000010 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00111101 10001101 11110100
Line  945 | modem 1760934000     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 01110011 10111011 10000111 00000001
Line  946 | machine 1760934000   | 11111111 11111111 01000110 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000010 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000100 00000001 00000010 00000001 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00000111 00000101 00000101 00000101 00000000 00000001 01101001 00000000 00000000 00000000 00100100 00000001 01001100 00100100 00000010 00000001 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00111101 01100111 01000000
Line  947 | modem 1760934000     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  948 | machine 1760934000   | 11111111 11111111 00010010 01000000 00000000 00000000 00000000 00000000 00000000 01110100 00001111 01011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00101111 11001011 10011001
Line  949 | machine 1760934003   | 11111111 11111111 01000011 01000000 00000000 00000000 00000000 00000000 00000000 00000110 01101101 00000001 00000001 00110000 00010000 00000011 00000000 00000000 00000000 00100000 00000100 00000011 00000101 00000001 00000000 00000001 00000010 00110000 00000000 00000000 00000000 00000000 00001010 00001111 00001000 00010100 00000101 00000101 00000110 00000101 00000100 00011010 00000100 00011010 00000100 00011010 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000001 00000000 00000000 00000000 00000000 00000000 00000001 00000000 01000001 01111101 11110000
Line  950 | modem 1760934003     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  951 | modem 1760934003     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  952 | machine 1760934003   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  953 | modem 1760934007     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  954 | machine 1760934007   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  955 | machine 1760934009   | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010010 00010000 00000010 00000000 00000001 11100011 01101000 00011110 00010111 11100110 11001010 10000010 10000010 00000001 00001111 10011011 10111110 10111000 00001010 00111010 00111100 01010101 10010001 00111011 11010110 11100110 10110111 10010001 01010000 00011011 11101111 00101101 01111010
Line  956 | modem 1760934009     | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  957 | modem 1760934010     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110011 00000000 00000000 00111101 11010000 11100001
Line  958 | modem 1760934010     | 11111111 11111111 00100010 01000000 00000000 00000000 00000000 00000000 00000000 11110111 00000001 00000011 00000001 00001000 00000000 00000001 00000000 00000000 00000000 00000000 00000011 00000000 00000010 00000110 00000001 00000000 00000001 00000000 00000010 00000000 00000011 00000100 00000000 00000001 00011000 00000000 10010110 11010010 00010001
Line  959 | machine 1760934010   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  960 | modem 1760934010     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  961 | modem 1760934010     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  962 | modem 1760934011     | 11111111 11111111 00001010 01000000 00000000 00000000 00000000 00000000 00000000 11110101 00000000 00000000 00111111 11010001 00000001
Line  963 | modem 1760934011     | 11111111 11111111 00011001 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00000000 11110000 00111000 00110110 00110010 00111000 00110001 00110111 00110000 00110110 00111000 00110011 00110110 00110111 00111001 00110100 00111001 01111110 11001100 10000001
Line  964 | machine 1760934011   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
Line  965 | modem 1760934014     | 11111111 11111111 00100101 01000000 00000000 00000000 00000000 00000000 00000000 00010001 00010000 00000010 00000000 00000001 01100101 01110010 00110000 00110101 00111001 01100110 01111001 01011010 00000001 01000001 01110110 10010110 01011100 11100101 01000100 11110111 00001001 00000101 01111111 10111010 10010001 00101010 11001101 10011011 00101011 10010110 10010101 11101011
Line  966 | machine 1760934014   | 11111111 11111111 00001000 01000000 00000000 00000000 00000000 00000000 00000000 00000101 01001101 01100001 10000000
